Removed Pin From Net: NetName=MISO Pin=ICSP-1
Removed Pin From Net: NetName=SCK Pin=ICSP-3
Removed Pin From Net: NetName=MOSI Pin=ICSP-4
Removed Pin From Net: NetName=GND Pin=ICSP-6
Removed Pin From Net: NetName=GND Pin=IOH-7
Change Component Designator: OldDesignator=AD NewDesignator=AD1
Change Component Designator: OldDesignator=ICSP NewDesignator=ICSP1
Change Component Designator: OldDesignator=IOH NewDesignator=IOH1
Change Component Designator: OldDesignator=IOL NewDesignator=IOL1
Change Component Designator: OldDesignator=POWER NewDesignator=POWER1
Change component parameters: Designator = "IOH" ("IOH"); Footprint = "Header 10x1 8.5mm"; UniqueID = "\YUIEELQM" ("\YUIEELQM")
Added Pin To Net: NetName=NetC5_2 Pin=U4-2
Added Net: Name=NetC5_2
Added Pin To Net: NetName=NetC6_2 Pin=C6-2
Added Pin To Net: NetName=NetC6_2 Pin=C11-2
Added Pin To Net: NetName=NetC6_2 Pin=C13-2
Added Pin To Net: NetName=NetC6_2 Pin=P4-1
Added Net: Name=NetC6_2
Added Pin To Net: NetName=NetC7_2 Pin=C7-2
Added Pin To Net: NetName=NetC7_2 Pin=C8-2
Added Pin To Net: NetName=NetC7_2 Pin=C9-2
Added Pin To Net: NetName=NetC7_2 Pin=R16-1
Added Pin To Net: NetName=NetC7_2 Pin=U4-18
Added Net: Name=NetC7_2
Added Pin To Net: NetName=NetC10_1 Pin=C10-1
Added Pin To Net: NetName=NetC10_1 Pin=U4-6
Added Net: Name=NetC10_1
Added Pin To Net: NetName=NetC12_1 Pin=C12-1
Added Pin To Net: NetName=NetC12_1 Pin=U4-3
Added Net: Name=NetC12_1
Added Pin To Net: NetName=NetC14_1 Pin=C14-1
Added Pin To Net: NetName=NetC14_1 Pin=U4-17
Added Net: Name=NetC14_1
Added Pin To Net: NetName=NetC14_2 Pin=C14-2
Added Pin To Net: NetName=NetC14_2 Pin=C15-2
Added Pin To Net: NetName=NetC14_2 Pin=C16-2
Added Pin To Net: NetName=NetC14_2 Pin=C17-2
Added Pin To Net: NetName=NetC14_2 Pin=C18-2
Added Pin To Net: NetName=NetC14_2 Pin=C19-2
Added Pin To Net: NetName=NetC14_2 Pin=P4-2
Added Pin To Net: NetName=NetC14_2 Pin=U4-19
Added Net: Name=NetC14_2
Added Pin To Net: NetName=NetC15_1 Pin=C15-1
Added Pin To Net: NetName=NetC15_1 Pin=U4-15
Added Net: Name=NetC15_1
Added Pin To Net: NetName=NetC19_1 Pin=C19-1
Added Pin To Net: NetName=NetC19_1 Pin=U4-16
Added Net: Name=NetC19_1
Added Pin To Net: NetName=NetD1_1 Pin=D1-1
Added Pin To Net: NetName=NetD1_1 Pin=Q2-2
Added Net: Name=NetD1_1
Added Pin To Net: NetName=NetD1_2 Pin=D1-2
Added Pin To Net: NetName=NetD1_2 Pin=R6-1
Added Net: Name=NetD1_2
Added Pin To Net: NetName=NetD2_1 Pin=D2-1
Added Pin To Net: NetName=NetD2_1 Pin=R20-1
Added Net: Name=NetD2_1
Added Pin To Net: NetName=NetD3_1 Pin=D3-1
Added Pin To Net: NetName=NetD3_1 Pin=R24-2
Added Net: Name=NetD3_1
Added Pin To Net: NetName=NetD4_2 Pin=D4-2
Added Pin To Net: NetName=NetD4_2 Pin=R31-1
Added Net: Name=NetD4_2
Added Pin To Net: NetName=NetD5_1 Pin=D5-1
Added Pin To Net: NetName=NetD5_1 Pin=R33-1
Added Net: Name=NetD5_1
Added Pin To Net: NetName=NetD6_2 Pin=D6-2
Added Pin To Net: NetName=NetD6_2 Pin=R34-1
Added Net: Name=NetD6_2
Added Pin To Net: NetName=NetL1_2 Pin=L1-2
Added Net: Name=NetL1_2
Added Pin To Net: NetName=NetLS1_N Pin=LS1-N
Added Pin To Net: NetName=NetLS1_N Pin=Q3-2
Added Net: Name=NetLS1_N
Added Pin To Net: NetName=NetP1_LED+ Pin=R7-2
Added Net: Name=NetP1_LED+
Added Pin To Net: NetName=NetP1_LED- Pin=Q1-2
Added Net: Name=NetP1_LED-
Added Pin To Net: NetName=NetP5_1 Pin=P5-1
Added Pin To Net: NetName=NetP5_1 Pin=SW1-5
Added Net: Name=NetP5_1
Added Pin To Net: NetName=NetQ6_1 Pin=Q6-1
Added Net: Name=NetQ6_1
Added Pin To Net: NetName=NetQ6_3 Pin=Q6-3
Added Pin To Net: NetName=NetQ6_3 Pin=R31-2
Added Net: Name=NetQ6_3
Added Pin To Net: NetName=NetR2_1 Pin=R2-1
Added Pin To Net: NetName=NetR2_1 Pin=U1-5
Added Net: Name=NetR2_1
Added Pin To Net: NetName=NetR3_1 Pin=R3-1
Added Pin To Net: NetName=NetR3_1 Pin=U1-4
Added Net: Name=NetR3_1
Added Pin To Net: NetName=NetR4_1 Pin=R4-1
Added Pin To Net: NetName=NetR4_1 Pin=U1-3
Added Net: Name=NetR4_1
Added Pin To Net: NetName=NetR5_1 Pin=R5-1
Added Pin To Net: NetName=NetR5_1 Pin=U1-6
Added Net: Name=NetR5_1
Added Pin To Net: NetName=NetR16_2 Pin=R16-2
Added Pin To Net: NetName=NetR16_2 Pin=R17-1
Added Net: Name=NetR16_2
Added Pin To Net: NetName=NetR17_2 Pin=R17-2
Added Pin To Net: NetName=NetR17_2 Pin=R19-2
Added Pin To Net: NetName=NetR17_2 Pin=R22-2
Added Pin To Net: NetName=NetR17_2 Pin=U4-14
Added Net: Name=NetR17_2
Added Pin To Net: NetName=NetR18_1 Pin=R18-1
Added Pin To Net: NetName=NetR18_1 Pin=U4-12
Added Net: Name=NetR18_1
Added Pin To Net: NetName=NetR18_2 Pin=R18-2
Added Pin To Net: NetName=NetR18_2 Pin=R19-1
Added Net: Name=NetR18_2
Added Pin To Net: NetName=NetR21_1 Pin=R21-1
Added Pin To Net: NetName=NetR21_1 Pin=U4-10
Added Pin To Net: NetName=NetR21_1 Pin=U4-11
Added Pin To Net: NetName=NetR21_1 Pin=U4-13
Added Net: Name=NetR21_1
Added Pin To Net: NetName=NetR22_1 Pin=R22-1
Added Pin To Net: NetName=NetR22_1 Pin=R23-2
Added Net: Name=NetR22_1
Added Pin To Net: NetName=NetR25_2 Pin=R25-2
Added Net: Name=NetR25_2
Added Pin To Net: NetName=NetR26_1 Pin=R26-1
Added Pin To Net: NetName=NetR26_1 Pin=R29-2
Added Net: Name=NetR26_1
Added Pin To Net: NetName=NetR27_1 Pin=R27-1
Added Pin To Net: NetName=NetR27_1 Pin=R28-1
Added Net: Name=NetR27_1
Added Pin To Net: NetName=NetR28_2 Pin=R28-2
Added Pin To Net: NetName=NetR28_2 Pin=R30-1
Added Net: Name=NetR28_2
Added Pin To Net: NetName=NetR32_1 Pin=R32-1
Added Pin To Net: NetName=NetR32_1 Pin=U7-5
Added Net: Name=NetR32_1
Added Pin To Net: NetName=NetR33_2 Pin=R33-2
Added Pin To Net: NetName=NetR33_2 Pin=R34-2
Added Pin To Net: NetName=NetR33_2 Pin=U7-1
Added Net: Name=NetR33_2
Added Pin To Net: NetName=QI_C\H\G\ Pin=R20-2
Added Pin To Net: NetName=QI_C\H\G\ Pin=U4-7
Added Net: Name=QI_C\H\G\
Added Pin To Net: NetName=RS_HV Pin=U1-13
Added Net: Name=RS_HV
Added Pin To Net: NetName=SCL_HV Pin=Q4-3
Added Pin To Net: NetName=SCL_HV Pin=R13-2
Added Pin To Net: NetName=SCL_HV Pin=U1-1
Added Net: Name=SCL_HV
Added Pin To Net: NetName=SCL_LV Pin=IOH1-10
Added Pin To Net: NetName=SCL_LV Pin=Q4-2
Added Pin To Net: NetName=SCL_LV Pin=R12-2
Added Pin To Net: NetName=SCL_LV Pin=U2-14
Added Pin To Net: NetName=SCL_LV Pin=U3-16
Added Net: Name=SCL_LV
Added Pin To Net: NetName=SDA_HV Pin=Q5-3
Added Pin To Net: NetName=SDA_HV Pin=R15-2
Added Pin To Net: NetName=SDA_HV Pin=U1-2
Added Net: Name=SDA_HV
Added Pin To Net: NetName=SDA_LV Pin=IOH1-9
Added Pin To Net: NetName=SDA_LV Pin=Q5-2
Added Pin To Net: NetName=SDA_LV Pin=R14-2
Added Pin To Net: NetName=SDA_LV Pin=U2-13
Added Pin To Net: NetName=SDA_LV Pin=U3-15
Added Net: Name=SDA_LV
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=C24-1
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=C25-1
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=L1-1
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=Q6-2
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=R25-1
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=R26-2
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=SW1-6
Added Pin To Net: NetName=VBUS_BATT_3V7 Pin=U7-3
Added Net: Name=VBUS_BATT_3V7
Added Pin To Net: NetName=VBUS_BKP_3V0 Pin=P2-1
Added Pin To Net: NetName=VBUS_BKP_3V0 Pin=P2-1
Added Pin To Net: NetName=VBUS_BKP_3V0 Pin=U3-14
Added Net: Name=VBUS_BKP_3V0
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=C3-2
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=C4-2
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=C26-1
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=D2-2
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=D5-2
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=U4-4
Added Pin To Net: NetName=VBUS_CHRG_5V0 Pin=U7-4
Added Net: Name=VBUS_CHRG_5V0
Added Pin To Net: NetName=VBUS_IOREF Pin=POWER1-7
Added Pin To Net: NetName=VBUS_IOREF Pin=Q4-1
Added Pin To Net: NetName=VBUS_IOREF Pin=Q5-1
Added Pin To Net: NetName=VBUS_IOREF Pin=R12-1
Added Pin To Net: NetName=VBUS_IOREF Pin=R14-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S1-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S1-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S2-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S2-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S3-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S3-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S4-1
Added Pin To Net: NetName=VBUS_IOREF Pin=S4-1
Added Net: Name=VBUS_IOREF
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=C1-1
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=C2-1
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=C23-1
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=LS1-P
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=P3-9
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=R6-2
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U2-1
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U2-6
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U2-7
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U3-2
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U6-2
Added Pin To Net: NetName=VBUS_SYS_3V3 Pin=U6-4
Added Net: Name=VBUS_SYS_3V3
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=C20-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=C21-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=C22-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=D3-2
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=POWER1-4
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R1-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R5-2
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R7-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R13-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R15-1
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=R27-2
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=U1-20
Added Pin To Net: NetName=VBUS_SYS_5V0 Pin=U6-3
Added Net: Name=VBUS_SYS_5V0
Change Class Name : Old Net Name=ArduinoUnoShield New Net Name=AlarmShield
Added Class: Name=Power
Added Member To Class: ClassName=AlarmShield Member=Component C1 .1uF
Added Member To Class: ClassName=AlarmShield Member=Component C2 1uF
Added Member To Class: ClassName=AlarmShield Member=Component D1 Red
Added Member To Class: ClassName=AlarmShield Member=Component LS1 CMT-1285C-035
Added Member To Class: ClassName=AlarmShield Member=Component P1 Display Header
Added Member To Class: ClassName=AlarmShield Member=Component P2 BH-67B-5
Added Member To Class: ClassName=AlarmShield Member=Component P3 BT Header
Added Member To Class: ClassName=AlarmShield Member=Component Q1 BSS138
Added Member To Class: ClassName=AlarmShield Member=Component Q2 BSS138
Added Member To Class: ClassName=AlarmShield Member=Component Q3 BSS138
Added Member To Class: ClassName=AlarmShield Member=Component Q4 BSS138
Added Member To Class: ClassName=AlarmShield Member=Component Q5 BSS138
Added Member To Class: ClassName=AlarmShield Member=Component R1 10k
Added Member To Class: ClassName=AlarmShield Member=Component R2 10k
Added Member To Class: ClassName=AlarmShield Member=Component R3 10k
Added Member To Class: ClassName=AlarmShield Member=Component R4 10k
Added Member To Class: ClassName=AlarmShield Member=Component R5 10k
Added Member To Class: ClassName=AlarmShield Member=Component R6 220
Added Member To Class: ClassName=AlarmShield Member=Component R7 220
Added Member To Class: ClassName=AlarmShield Member=Component R8 10k
Added Member To Class: ClassName=AlarmShield Member=Component R9 10k
Added Member To Class: ClassName=AlarmShield Member=Component R10 10k
Added Member To Class: ClassName=AlarmShield Member=Component R11 10k
Added Member To Class: ClassName=AlarmShield Member=Component R12 10k
Added Member To Class: ClassName=AlarmShield Member=Component R13 10k
Added Member To Class: ClassName=AlarmShield Member=Component R14 10k
Added Member To Class: ClassName=AlarmShield Member=Component R15 10k
Added Member To Class: ClassName=AlarmShield Member=Component S1 KSC221J
Added Member To Class: ClassName=AlarmShield Member=Component S2 KSC221J
Added Member To Class: ClassName=AlarmShield Member=Component S3 KSC221J
Added Member To Class: ClassName=AlarmShield Member=Component S4 KSC221J
Added Member To Class: ClassName=AlarmShield Member=Component U1 MCP23008-E/SS
Added Member To Class: ClassName=AlarmShield Member=Component U2 ADXL343BCCZ
Added Member To Class: ClassName=AlarmShield Member=Component U3 DS3231S
Change Room Name: Old Name=ArduinoUnoShield New Name=Power
Change Room Scope: Old Scope=InComponentClass('ArduinoUnoShield') New Scope=InComponentClass('Power')
Added Room: Name=AlarmShield
